user_id,count
230.0,39
165.0,39
90.0,39
456.0,39
491.0,39
962.0,39
89.0,39
114.0,39
607.0,40
992.0,40
842.0,40
997.0,40
611.0,40
920.0,40
304.0,40
742.0,40
801.0,40
503.0,40
573.0,41
915.0,41
952.0,41
601.0,41
500.0,41
210.0,41
885.0,41
641.0,41
784.0,41
247.0,41
30.0,41
23.0,41
170.0,41
148.0,42
177.0,42
732.0,42
520.0,42
430.0,42
485.0,42
943.0,42
819.0,42
278.0,42
239.0,42
208.0,42
277.0,42
598.0,42
234.0,42
34.0,42
14.0,42
386.0,42
919.0,42
687.0,42
128.0,42
858.0,42
627.0,42
244.0,43
893.0,43
589.0,43
645.0,43
418.0,43
640.0,43
437.0,43
928.0,43
235.0,43
875.0,43
759.0,43
113.0,43
735.0,43
511.0,43
528.0,43
809.0,43
84.0,43
767.0,43
852.0,43
756.0,44
487.0,44
913.0,44
714.0,44
282.0,44
175.0,44
449.0,44
939.0,44
740.0,44
188.0,44
657.0,44
124.0,44
287.0,45
961.0,45
651.0,45
33.0,45
594.0,45
111.0,45
946.0,45
846.0,45
626.0,45
900.0,45
518.0,45
478.0,45
167.0,45
787.0,46
477.0,46
976.0,46
309.0,46
532.0,46
217.0,46
770.0,46
97.0,46
395.0,46
1.0,46
898.0,46
754.0,46
663.0,46
855.0,46
118.0,47
263.0,47
292.0,47
531.0,47
212.0,47
776.0,47
331.0,47
545.0,47
843.0,47
948.0,47
777.0,47
832.0,47
364.0,47
638.0,47
916.0,47
336.0,47
610.0,47
323.0,47
679.0,48
77.0,48
547.0,48
355.0,48
341.0,48
917.0,48
700.0,49
938.0,49
312.0,49
1007.0,49
769.0,49
397.0,49
780.0,49
578.0,49
5.0,49
473.0,49
921.0,50
664.0,50
721.0,50
350.0,50
308.0,50
820.0,50
264.0,50
253.0,50
141.0,50
379.0,50
440.0,50
226.0,50
760.0,50
996.0,50
67.0,50
899.0,50
931.0,50
778.0,51
368.0,51
929.0,51
575.0,51
64.0,51
519.0,51
923.0,51
494.0,51
407.0,52
108.0,52
606.0,52
750.0,52
220.0,52
300.0,52
186.0,52
720.0,52
481.0,52
628.0,52
678.0,52
907.0,53
990.0,53
766.0,53
871.0,53
49.0,54
647.0,54
515.0,54
773.0,54
252.0,54
672.0,54
305.0,54
353.0,54
404.0,55
139.0,55
143.0,55
134.0,55
853.0,55
269.0,55
874.0,56
203.0,56
260.0,56
21.0,56
359.0,56
926.0,56
686.0,56
58.0,56
475.0,56
768.0,56
887.0,57
181.0,57
454.0,57
977.0,57
556.0,57
180.0,57
270.0,57
775.0,57
789.0,57
250.0,57
975.0,57
772.0,57
251.0,57
262.0,57
587.0,57
249.0,57
74.0,57
537.0,58
187.0,58
54.0,58
285.0,58
103.0,58
452.0,58
52.0,58
387.0,58
847.0,58
501.0,58
6.0,59
99.0,59
50.0,59
876.0,59
272.0,59
467.0,59
653.0,59
621.0,59
219.0,59
44.0,59
557.0,59
47.0,60
348.0,60
174.0,60
469.0,60
940.0,60
643.0,60
973.0,60
57.0,60
218.0,61
42.0,61
998.0,61
786.0,61
46.0,61
71.0,61
433.0,61
453.0,61
468.0,61
1003.0,61
199.0,62
966.0,62
925.0,62
993.0,62
422.0,62
680.0,62
1000.0,62
517.0,62
307.0,62
765.0,62
403.0,62
326.0,63
116.0,63
492.0,63
275.0,63
629.0,63
867.0,63
298.0,63
227.0,63
131.0,63
73.0,63
521.0,63
104.0,64
572.0,64
650.0,64
738.0,64
429.0,64
299.0,64
289.0,64
68.0,64
241.0,64
301.0,64
868.0,64
29.0,65
602.0,65
508.0,65
984.0,65
499.0,65
458.0,65
873.0,65
995.0,65
411.0,65
391.0,65
65.0,65
290.0,65
8.0,65
498.0,65
464.0,66
581.0,66
553.0,66
135.0,66
294.0,66
297.0,66
685.0,66
717.0,67
563.0,67
443.0,67
872.0,67
736.0,67
416.0,67
376.0,67
268.0,67
19.0,67
381.0,67
979.0,67
101.0,68
470.0,68
588.0,68
321.0,68
591.0,68
906.0,68
258.0,68
466.0,68
394.0,68
883.0,68
969.0,68
450.0,68
459.0,68
192.0,68
712.0,69
335.0,69
688.0,69
810.0,69
43.0,69
79.0,69
346.0,69
671.0,69
530.0,69
87.0,69
897.0,69
328.0,69
85.0,69
27.0,69
752.0,69
512.0,69
727.0,69
147.0,70
745.0,70
257.0,70
987.0,70
267.0,70
908.0,70
384.0,70
711.0,70
130.0,70
812.0,70
559.0,70
476.0,70
661.0,70
81.0,70
945.0,70
173.0,70
371.0,70
967.0,71
763.0,71
209.0,71
682.0,71
448.0,71
739.0,71
630.0,72
224.0,72
896.0,72
579.0,73
196.0,73
426.0,73
92.0,73
324.0,73
513.0,73
580.0,73
93.0,74
619.0,74
1009.0,74
320.0,74
36.0,74
63.0,74
20.0,74
24.0,74
816.0,74
402.0,74
228.0,75
535.0,75
158.0,75
918.0,75
399.0,75
179.0,75
283.0,75
207.0,76
676.0,76
681.0,76
802.0,76
345.0,76
396.0,76
799.0,76
146.0,76
215.0,77
546.0,77
755.0,77
703.0,77
693.0,78
280.0,78
953.0,78
112.0,78
152.0,78
38.0,79
655.0,79
849.0,79
357.0,79
576.0,80
162.0,80
96.0,80
100.0,80
878.0,80
690.0,80
7.0,80
330.0,81
994.0,81
315.0,81
329.0,81
189.0,81
32.0,81
166.0,81
527.0,82
442.0,82
105.0,82
935.0,82
592.0,82
12.0,82
612.0,82
445.0,83
625.0,83
574.0,83
160.0,83
80.0,83
821.0,83
529.0,83
692.0,83
106.0,83
761.0,83
743.0,83
363.0,84
648.0,84
435.0,84
877.0,84
505.0,84
794.0,84
9.0,84
237.0,84
372.0,84
238.0,85
163.0,85
246.0,85
259.0,85
964.0,85
880.0,85
881.0,85
564.0,85
914.0,85
731.0,86
709.0,86
930.0,86
419.0,86
837.0,86
493.0,86
385.0,86
864.0,86
729.0,87
550.0,87
424.0,87
715.0,87
169.0,87
911.0,87
888.0,87
409.0,88
231.0,88
981.0,89
296.0,89
933.0,89
713.0,89
202.0,89
516.0,90
279.0,90
835.0,90
889.0,90
959.0,90
291.0,90
333.0,90
831.0,90
365.0,91
129.0,91
60.0,91
3.0,91
338.0,91
193.0,92
798.0,92
922.0,92
360.0,92
225.0,92
273.0,92
1013.0,92
164.0,92
552.0,93
366.0,93
311.0,93
66.0,93
944.0,93
420.0,93
725.0,94
544.0,94
157.0,94
339.0,94
971.0,94
37.0,94
590.0,95
972.0,95
613.0,95
236.0,95
161.0,95
746.0,96
318.0,96
632.0,96
374.0,96
824.0,96
149.0,97
605.0,97
744.0,97
479.0,97
673.0,97
549.0,98
22.0,98
310.0,98
753.0,98
367.0,99
748.0,99
185.0,99
670.0,99
31.0,100
656.0,100
410.0,100
857.0,101
2.0,101
69.0,101
446.0,101
201.0,101
55.0,101
813.0,102
567.0,102
15.0,102
261.0,102
461.0,102
83.0,103
891.0,103
795.0,103
441.0,103
176.0,104
41.0,104
719.0,105
974.0,105
327.0,105
637.0,106
213.0,106
941.0,106
894.0,106
886.0,107
618.0,107
675.0,107
882.0,107
734.0,107
614.0,107
540.0,107
325.0,108
805.0,108
633.0,108
603.0,108
599.0,109
722.0,109
957.0,109
1004.0,109
349.0,109
522.0,109
542.0,110
4.0,111
808.0,111
314.0,111
156.0,112
862.0,113
115.0,113
646.0,113
496.0,113
818.0,114
636.0,114
78.0,114
828.0,115
405.0,115
232.0,115
10.0,115
28.0,116
1006.0,116
415.0,116
401.0,117
829.0,117
243.0,117
623.0,118
561.0,119
35.0,119
471.0,119
986.0,119
88.0,120
788.0,121
970.0,121
168.0,122
95.0,122
26.0,123
351.0,125
583.0,125
432.0,125
303.0,126
635.0,126
568.0,127
609.0,128
718.0,129
566.0,129
639.0,131
17.0,132
159.0,134
340.0,134
665.0,135
869.0,135
991.0,135
497.0,135
861.0,136
254.0,137
814.0,137
982.0,137
25.0,137
431.0,138
1010.0,139
850.0,141
436.0,141
154.0,141
536.0,143
462.0,145
950.0,145
726.0,149
490.0,208
586.0,220
343.0,1336
136.0,1653
51.0,1824
